MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotSF,TotBth,TotPorchSF,PoolNA,2ndFlrNA,SalePrice
60,RL,71.0,12209,NA,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,Unf,114.0,804.0,GasA,Ex,Y,SBrkr,1961,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1961,3.5,317,0,1,215000
20,RL,73.0,8339,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,0.0,GasA,TA,Y,SBrkr,882,TA,5,Typ,0,NA,Attchd,1959.0,RFn,1.0,294.0,TA,TA,Y,MnPrv,Shed,7,2007,WD,Normal,882,1.0,0,0,0,106500
30,RL,51.0,7446,NA,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,522.0,788.0,GasA,TA,Y,FuseA,788,TA,4,Typ,2,TA,NA,0.0,NA,0.0,0.0,NA,NA,Y,GdWo,NA,4,2006,WD,Abnorml,788,1.0,0,0,0,100000
50,RL,60.0,10134,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,735.0,735.0,GasA,Gd,Y,FuseA,1034,TA,5,Typ,0,NA,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,NA,NA,7,2007,WD,Normal,1034,1.0,39,0,1,109000
20,RL,68.0,9571,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,405.0,1144.0,GasA,TA,Y,SBrkr,1144,TA,6,Typ,0,NA,Attchd,1956.0,Unf,1.0,596.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1144,2.0,44,0,0,129000
20,RL,60.0,7200,NA,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,117.0,894.0,GasA,TA,Y,SBrkr,894,TA,6,Typ,0,NA,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,NA,NA,9,2009,WD,Normal,894,1.0,215,0,0,123000
60,RL,69.0,7590,NA,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,324.0,864.0,GasA,TA,Y,SBrkr,1812,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1.0,264.0,TA,TA,Y,NA,NA,7,2007,WD,Normal,1812,2.0,168,0,1,169500
30,RM,60.0,8967,NA,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,961.0,961.0,GasA,Gd,Y,Mix,1077,TA,6,Maj2,0,NA,Detchd,1920.0,Unf,1.0,338.0,Po,Po,N,NA,NA,11,2007,WD,Abnorml,1077,1.0,0,0,0,67000
60,FV,65.0,8125,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,280.0,1092.0,GasA,Ex,Y,SBrkr,1550,Gd,7,Typ,0,NA,Attchd,2007.0,Fin,2.0,438.0,TA,TA,Y,NA,NA,10,2009,WD,Normal,1550,3.0,168,0,1,241000
120,RL,38.0,14963,NA,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,NA,NA,12,2008,WD,Normal,1288,2.5,374,0,0,245500
20,RL,65.0,8767,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,NA,NA,7,2006,New,Partial,1310,2.0,0,0,0,164990
30,RL,60.0,10200,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672.0,672.0,GasA,Ex,Y,SBrkr,672,TA,4,Typ,0,NA,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,GdPrv,NA,8,2008,WD,Normal,672,1.0,168,0,0,108000
60,RL,93.0,12090,NA,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141.0,1141.0,GasA,Gd,Y,SBrkr,2263,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,420.0,TA,TA,Y,NA,NA,7,2006,WD,Abnorml,2263,2.5,267,0,1,258000
60,RL,64.0,10364,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,806.0,806.0,GasA,Gd,Y,SBrkr,1572,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,373.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,1572,2.5,40,0,1,168000
20,RL,72.0,9991,NA,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,165.0,1281.0,GasA,Ex,Y,SBrkr,1620,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2.0,490.0,TA,TA,Y,GdWo,NA,6,2009,WD,Normal,1620,3.0,198,0,0,150000
50,RL,51.0,10480,NA,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064.0,1064.0,GasA,Ex,Y,FuseA,1639,TA,6,Maj2,0,NA,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,NA,NA,3,2008,WD,Normal,1166,1.0,0,0,0,115000
70,RL,63.0,15576,NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,840.0,840.0,GasA,Ex,Y,SBrkr,1680,TA,8,Typ,0,NA,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,NA,NA,3,2008,WD,Normal,1680,2.0,160,0,1,177000
60,RL,109.0,14154,NA,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063.0,1063.0,GasA,Ex,Y,SBrkr,2172,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,NA,NA,8,2007,New,Partial,2172,2.5,254,0,1,280000
60,FV,85.0,10800,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,245.0,1034.0,GasA,Ex,Y,SBrkr,2078,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,NA,NA,4,2008,New,Partial,2078,3.5,102,0,1,339750
20,RL,68.0,9571,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,1276.0,1276.0,GasA,TA,Y,FuseA,1276,TA,5,Mod,0,NA,Attchd,1958.0,Unf,1.0,350.0,TA,TA,Y,NA,NA,6,2009,COD,Abnorml,1276,1.0,0,0,0,60000
190,RL,100.0,34650,NA,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,0.0,1056.0,GasA,TA,N,SBrkr,1056,TA,5,Typ,0,NA,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,NA,NA,1,2006,WD,Normal,1056,2.0,264,0,0,145000
20,FV,72.5,4403,NA,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,892.0,1470.0,GasA,Ex,Y,SBrkr,1478,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,NA,NA,6,2010,New,Partial,1478,3.5,144,0,0,222000
30,RM,56.0,8960,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1008.0,1008.0,GasA,Gd,Y,FuseA,1028,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,TA,Y,NA,NA,3,2010,WD,Normal,1028,1.0,130,0,0,115000
60,RL,59.0,11228,NA,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,499.0,1080.0,GasA,Ex,Y,SBrkr,2097,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,NA,NA,12,2008,WD,Normal,2097,3.0,383,0,1,228000
20,RL,73.0,8899,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,Gd,6,Typ,0,NA,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,NA,NA,8,2007,New,Partial,1340,2.0,130,0,0,181134
60,RL,74.0,7844,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,463.0,672.0,GasA,TA,Y,SBrkr,1400,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,NA,NA,3,2006,WD,Normal,1400,1.5,0,0,1,149500
70,RL,86.0,22420,NA,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,242.0,1370.0,GasW,TA,N,FuseA,2624,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,NA,NA,11,2007,WD,Normal,2624,3.5,0,0,1,239000
50,RL,60.0,8160,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,444.0,756.0,GasA,Fa,N,FuseF,1134,TA,7,Typ,0,NA,Detchd,1940.0,Unf,1.0,240.0,TA,TA,P,NA,NA,4,2007,WD,AdjLand,1134,2.5,0,0,1,126000
20,RL,65.0,8450,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,281.0,1056.0,GasA,Ex,Y,SBrkr,1056,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,NA,NA,7,2010,WD,Normal,1056,2.0,269,0,0,142000
90,RM,78.0,7060,NA,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,TA,8,Typ,0,NA,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,NA,NA,11,2008,WD,Alloca,1344,4.0,0,0,0,206300
20,RL,80.0,16635,NA,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,356.0,1602.0,GasA,Gd,Y,SBrkr,1602,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1602,2.5,240,0,0,215000
20,RL,100.0,21750,NA,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,988.0,988.0,GasA,Ex,Y,FuseA,988,TA,4,Typ,0,NA,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,NA,NA,2,2008,WD,Normal,988,1.0,0,0,0,113000
60,RL,80.0,9200,NA,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,484.0,1470.0,GasA,Gd,Y,SBrkr,2630,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,2630,3.5,66,0,1,315000
20,RL,72.0,9000,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,580.0,1196.0,GasA,Gd,Y,FuseA,1196,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,NA,NA,5,2008,WD,Normal,1196,2.0,44,0,0,139000
60,RM,60.0,3378,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,651.0,651.0,GasA,Gd,Y,SBrkr,1389,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,NA,NA,9,2009,WD,Normal,1389,1.5,126,0,1,135000
80,RL,67.0,12800,NA,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,NA,NA,8,2009,WD,Normal,1644,3.5,476,0,0,275000
20,RL,77.0,8593,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,619.0,907.0,GasA,Ex,Y,SBrkr,907,TA,5,Typ,0,NA,Detchd,1964.0,Unf,1.0,352.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,907,1.0,0,0,0,109008
20,RL,64.0,6762,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,544.0,1208.0,GasA,Ex,Y,SBrkr,1208,Gd,6,Typ,0,NA,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,NA,NA,9,2007,New,Partial,1208,3.0,159,0,0,195400
20,RL,130.0,11457,NA,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,387.0,1392.0,GasA,TA,Y,SBrkr,1412,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2.0,576.0,TA,TA,Y,NA,NA,3,2009,WD,Normal,1412,3.0,169,0,0,175000
160,RM,21.0,1680,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,96.0,483.0,GasA,TA,Y,SBrkr,987,TA,4,Typ,0,NA,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,NA,NA,7,2008,COD,Abnorml,987,1.5,0,0,1,85400
50,RM,60.0,5586,NA,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901.0,901.0,GasA,Gd,Y,SBrkr,1198,TA,7,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,MnPrv,NA,9,2008,ConLD,Abnorml,1198,1.0,98,0,1,79900
160,RM,24.0,1920,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,294.0,765.0,GasA,Ex,Y,SBrkr,1365,TA,6,Min1,0,NA,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,NA,NA,8,2007,WD,Normal,1365,2.5,276,0,1,122500
60,RL,100.0,10839,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,926.0,926.0,GasA,Ex,Y,SBrkr,1604,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1604,2.5,36,0,1,181000
180,RM,21.0,1890,NA,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,135.0,630.0,GasA,Gd,Y,SBrkr,630,TA,3,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,6,2008,WD,Normal,630,2.0,88,0,0,81000
60,RL,43.0,10667,NA,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,70.0,799.0,GasA,Ex,Y,SBrkr,1661,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,NA,NA,4,2009,ConLw,Normal,1661,3.5,219,0,1,212000
50,RM,40.0,4400,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,648.0,648.0,GasA,TA,Y,FuseA,1118,TA,6,Typ,0,NA,Detchd,1990.0,Unf,2.0,440.0,TA,TA,Y,NA,NA,10,2006,WD,Normal,1118,1.0,0,0,1,116000
45,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,884.0,884.0,GasA,Gd,Y,SBrkr,904,TA,4,Typ,0,NA,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,NA,NA,1,2009,WD,Normal,904,1.0,105,0,0,119000
30,RL,40.0,4280,NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,75.0,440.0,GasA,TA,N,SBrkr,694,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,MnPrv,NA,3,2007,WD,Normal,694,1.0,34,0,0,90350
50,RL,67.0,12354,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684.0,684.0,GasA,Gd,Y,SBrkr,1196,Gd,7,Typ,0,NA,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,GdPrv,Shed,8,2009,ConLI,Normal,1196,1.0,46,0,1,110000
20,RL,105.0,15431,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,NA,NA,4,2009,WD,Normal,2402,3.0,242,0,0,555000
90,RL,92.0,12108,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1307.0,1440.0,GasA,TA,N,FuseF,1440,Fa,8,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,9,2008,WD,Normal,1440,2.0,0,0,0,118000
50,RM,52.0,6240,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1078.0,1078.0,GasA,TA,Y,SBrkr,1573,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,NA,NA,6,2008,WD,Normal,1573,2.0,0,0,1,162900
120,RL,53.0,3922,NA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,NA,NA,6,2007,New,Partial,1258,2.0,160,0,0,172500
60,RL,70.0,8750,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,273.0,915.0,GasA,Ex,Y,SBrkr,1908,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2.0,493.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1908,3.5,277,0,1,210000
20,RL,73.0,9855,NA,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1436.0,1436.0,GasA,Fa,Y,SBrkr,1689,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2.0,480.0,TA,TA,Y,MnPrv,NA,11,2009,COD,Normal,1689,1.0,0,0,0,127500
20,RL,137.0,16492,NA,IR1,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,557.0,1517.0,GasA,Ex,Y,SBrkr,1888,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2.0,578.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1888,2.5,0,0,0,190000
60,RL,64.0,11214,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,930.0,930.0,GasA,Gd,Y,SBrkr,1886,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,NA,NA,7,2006,WD,Normal,1886,2.5,89,0,1,199900
50,RM,50.0,8600,NA,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,780.0,780.0,GasA,TA,Y,SBrkr,1376,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,NA,NA,6,2006,WD,Normal,1376,2.0,0,0,1,119500
50,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,318.0,649.0,GasA,Ex,Y,SBrkr,1183,TA,6,Typ,0,NA,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1183,1.5,176,0,1,120000
